2013,convergence machine biological intelligence
2008,transmembrane helix prediction using amino acid property feature latent semantic analysis
2007,improving pronunciation inference using n-best list acoustic orthography
2006,interview challenge emerging economy
2006,digital library india testbed indian language research
2005,origin american association artificial intelligence
2004,computational biology language
1997,integral approach free-form object modeling
1996,challenge artificial intelligence
1995,informedia digital video library
1995,principal component analysis missing data application polyhedral object modeling
1995,universal library intelligent agent information demand
1994,principal component analysis missing data application object modeling
1994,virtual reality modeling sequence range image
1990,overview sphinx speech recognition system
1990,translating telephone problem prospect
1983,step toward graceful interaction spoken written man-machine communication
1981,breaking man-machine communication barrier
1980,hearsay-ii speech-understanding system integrating knowledge resolve uncertainty
1979,matching segment image
1979,graceful interaction man-machine communication
1977,locus model search use image interpretation
1976,system organization speech understanding implication network multiprocessor computer architecture ai
1968,computer hand eye ear
