2008,tabulator redux browsing writing linked data,first category semantic web browser designed present given dataset  perusal various form include mspace exhibit certain extent haystack second category tackled mechanism display issue around presenting linked data gathered fly include tabulator oink disco open link software data browser object browser challenge data gathered might edited extended annotated far left largely unaddressed surprising number steep challenge determining support editing information open web linked data include representation web document web thing relationship ensuring user aware control social context licensing privacy data entered web anyone say anything anything helping user intuitively select thing actually wish see given situation also view update problem difficulty reflecting user edits back function used map web data screen presentation latest version tabulator project described paper focused providing write side readable/writable web approach allow modification addition information naturally within browsing interface relay change server triple triple least possible brittleness  challenge remain include propagation change collaborator back interface create shared editing system support writing across  web resource work contributed several technology including http/sparql/update-based protocol editor  incrementally editable resource stored open source world-writable data wiki begin enabling writable semantic web
2008,linked data web ldow2008,web increasingly understood global information space consisting linked document also linked data vision resulting web data brought maturing semantic web technology stack publication increasing number datasets according principle linked datathe linked data web  workshop brings together researcher practitioner working aspect linked data workshop provides forum present state art field discus ongoing future research challenge workshop summary outline technical context linked data situated describe development past year initiative linking open data community project look ahead workshop
2008,linked data web,web increasingly understood global information space consisting linked document also linked data vision resulting web data brought maturing semantic web technology stack publication increasing number datasets according principle linked datathe linked data web  workshop brings together researcher practitioner working aspect linked data workshop provides forum present state art field discus ongoing future research challenge workshop summary outline technical context linked data situated describe development past year initiative linking open data community project look ahead workshop
2007,data-purpose algebra modeling data usage policy,data often encumbered restriction way may used restriction usage may determined statute contract custom common decency used control collection data diffusion data inference made data paper present data-purpose algebra used model kind restriction various different domain demonstrate utility approach modeling part privacy act    state data collected u citizen used purpose collected show  part privacy act represented set restriction data usage  authorized purpose data flowing different government agency calculated  purpose used determine whether privacy act enforced appropriately
2006,semantic web revisited,article included many scenario intelligent agent bot undertook task behalf human corporate owner course shopbots auction bot abound web essentially handcrafted particular task little ability interact heterogeneous data information type havent yet delivered large-scale agent-based mediation commentator argue semantic web failed deliver argue agent flourish standard well established web standard expressing shared meaning progressed steadily past five year
2006,framework web science,n/a
2006,using semantic web technology policy management web,policy management becoming popular mean providing flexible web security number policy language proposed web constantly increasing recognize importance policy securing web believe future bring policy language however believe user forced conform description policy relationship single standard policy language instead way encompassing different policy language supporting heterogeneous policy system step direction propose rein policy framework grounded semantic web technology leverage distributed nature linkability web provide web-based policy management rein provides ontology describing policy domain decentralized manner provides engine reasoning description used develop domain policy language specific security system describe rein policy framework discus rein policy management system developed access control online photo sharing application
2006,transparent accountable data mining new strategy privacy protection,attempt address issue personal privacy world computerized database information network — security technology data protection regulation fourth amendment law jurisprudence — typically proceed perspective controlling preventing access information argue perspective become inadequate obsolete overtaken ease sharing copying data aggregating searching across multiple data base reveal private information public source replace obsolete framework propose issue privacy protection currently viewed term data access re-conceptualized term data use technology perspective requires supplementing legal technical mechanism access control new mechanism transparency accountability data use paper present technology infrastructure — policy aware web — support transparent accountable data use world wide web element new legal regulatory regime support privacy provable accountability usage rule rather merely data access restriction
2006,self-describing delegation network web,necessity flexible web security becomes apparent notion using policy access control gain popularity number policy language proposed controlling access web resource increase instead defining single standard policy language believe way embracing different policy language allowing interoperability system use different policy language propose rein - policy delegation framework grounded semantic web technology - help web preserve maximum expressiveness local policy community enabling global interoperability policy reasoning rein provides ontology describing policy delegation network provides mechanism reasoning used develop domain policy language specific access control framework web resource focus paper delegation mechanism rein policy framework support delegation authorization trust paper give brief overview rein framework describe delegation mechanism illustrate usefulness example
2006,next wave web,world wide web revolutionary term impact scale outreach every level society changed way web panel consider likely development extraordinary human construct attempt realise next wave web - semantic webnigel shadbolt chair discussion focus prospect semantic web likely form challenge face achieve necessary agreement shared meaning semantic web achieve critical mass semantically annotated data content trust content scientific commercial driver really demand semantic web move mobile ubiquitous web affect semantic web web  relate semantic web
2005,experience n3 rule,short paper summarizes experience mit/csail developing using notation  language rdf rule language semantic web n developed simple syntax rdf make rule language graph literal variable added n rdf property introduced allow rule expressed web access built-in function
2005,www 15 year looking forward,key property wwww universality one must able access whatever hardware device software platform network one using despite disability one might whether oner developed developing country must support information language culture quality medium field without discrimination hypertext link go anywhere must support information intended people intended machine processing web architecture incorporated various choice support ax universalitycurrently architecture principle exploited recent mobile web initiative wc promote content accessed optimally conventional computer mobile device new exciting area arise every month possible semantic web flagship application new area burst forth fundamental principle remain important extended adjusted time principle openness consensus among international stakeholder www consortium employ new technology adjusted ever-important
1997,world-wide computer,chapter discus history growth world wide web  world-wide web developed pool human knowledge would allow collaborator remote site share idea aspect common project physicist engineer cern european particle physic laboratory geneva switzerland collaborate many institute build software hardware high-energy physic research idea web prompted positive experience small home-brew personal hypertext system used keeping track personal information distributed project web designed used independently two project later relationship found project major centralized change would made information could smoothly reshape represent new state knowledge property scaling allowed web expand rapidly origin cern across internet irrespective boundary nation discipline
1997,world wide web - past present future,n/a
1996,www past present future,world wide web simply defined universe global network-accessible information abstract space within people interact chiefly populated interlinked page text image animation occasional sound video three-dimensional world web mark end era frustrating debilitating incompatibility computer system created explosion accessibility many potential social economical impact web designed space within people could work project powerful concept people build hypertext document shared understanding refer time people join project team access history team activity decision work people leave team captured future reference team operation placed web machine-analyzed way could done otherwise web originally supposed personal information system tool group size team two entire world people rapidly developed new feature web tremendous commercial potential made maintenance globalweb interoperability continuous task also created number area research must continue
1996,editorial,n/a
1994,world-wide web,n/a
1988,cern experience,n/a
