2018,block digital entity standard perspective,notion thought idea information fixed tangible medium expression purpose reproducing displaying communicating information others origin antiquity information symbolic expression purely conceptual entity fixed material object intangible mean expression symbolic logic represented converted machine-independent data structure digital form structured digital object  implementation may viewed logical equivalent fixation material object context viewing block particular way structuring digital object blockchain digital object incorporates one objectsin considering development commerce based digital object  architecture interesting area exploration development introduced around concept mobile computer program configured digital object technology may play important role management software embedded new internet thing  device microcontrollers issue arisen respect interoperability software resource developing iot many effort year evolve internet embrace new technology architecture hope trend continues unabated
2012,information data security networked future,digital information revolution begin giant alan turing claude shannon john von neumann among many others recognize power digital representation programmable computer although rooted technology time vannevar bush portrait information revolution emerged fl ourished especially form world wide web resting atop global internetthe panelist explore specifi c digital information revolution notably theory practice securing authenticating maintaining integrity information  root modern cryptography current topic area  also gain insight long-term problem identifying fi nding assuring integrity digital object general sense term  finally look understanding computer science changing  evolution affect digital world spending increasing fraction daily life
2010,long quest universal information access,digital object repository cusp resolving long-standing problem universal information access internet
2009,brief history internet,paper first published online internet society december  re-published acm sigcomm computer communication review historic import written urging primary editor late barry leiner felt factual rendering event activity associated development early internet would valuable contribution contributing author best incorporate factual material document sure many detail captured body document remains one accurate rendering early period development available
2006,framework distributed digital object service,following paper written author period approximately  month period november  may  attempt explore set open research issue integrate certain idea small group researcher briefed notion inherent digital object architecture one author  developing corporation national research initiative  research group organized cnri part computer science technical report  project funded defense advanced research project agency  cstr project several objective one digitize existing collection technical report five leading computer science department university u make report available internet second objective fund research institution digital library especially research made good use local collection third objective link heterogeneous electronic library developed program difficulty inherent third objective ultimately led paper particular motivation arose set concern first expressed researcher meeting cnri october   digital object architecture first presented research group kahn discussion resulted many issue emerged ultimately decided must resolved architecture which-perhaps crucially-could deferred time example question arose role semantics identifier decided address early another issue proved controversial deal situation digital object actually mobile program network since digital object could contain digital object led directly notion mobile repository basic question best describe kind situation explain access information known specific location ip address net decided cover aspect architecture interest getting closure paper critical part effort dealing various intellectual property issue architecture designed take important aspect account fortunate help m patrice lyon experienced intellectual property lawyer formulation certain key element architecture dealing term condition access information drafting paper although name appear paper insight contribution played important role preparation paper one key component architecture general-purpose resolution system known handle system implementation operational internet since  present close  million identifier assigned digital object resolvable system available x many year anticipated number resolvable identifier system grow rapidly could easily exceed billion distant future
2006,representing value digital object discussion transferability anonymity,article discus use digital object represent value network environment deed trust mortgage bill lading digital cash represented digital object notion transferable record structured digital object introduced along reference application real financial situation even formal information system anonymity reflects desire holder value remain incognito except wish made known use unique persistent identifier resolution mechanism fashion capability anonymity transferability shown
2005,protocol packet network intercommunication,protocol support sharing resource exist different packet switching network presented protocol provides variation individual network packet size transmission failure sequencing flow control end-to-end error checking creation destruction logical process-to-process connection implementation issue considered problem internetwork routing accounting timeouts exposed
1997,past future history internet,n/a
1994,role government evolution internet,n/a
1992,introduction,n/a
1985,information processing technology emergency management,several information processing technology capable augmenting human performance handling range emergency situation featured discussion among sophisticated system proven useful enhancing information collection transmission selective processing packet radio network expert planning system multiplesatellite technology related emerging development internetting machine intelligence
1975,organization computer resource packet radio network,paper describe use packet radio communication organizing computer resource computer communication network system demonstrate packet radio concept developed advanced research project agency initial testing san francisco area beginning  attribute system presented application mobile radio communication computer architecture briefly discussed
1972,computer communication network design experience theory practice,design arpa computer network brought together many individual diverse philosophy paper review method used design network vantage two year experience development design variable system constraint performance criterion network discussed along evaluation tool used design efficient reliable system design procedure reached network property appear generally applicable message switched network consequently  paper useful design study storeandforward computer communication network
1970,interface message processor arpa computer network,many year small group computer interconnected various way recently however interaction computer communication become important topic right  considerable preliminary investigation discussion advanced research project agency department defense  embarked implementation new kind nationwide computer interconnection known arpa network network initially interconnect many dissimilar computer ten arpa-supported research center -kilobit common-carrier circuit network may extended include many location circuit higher bandwidth
1965,sampling representation optimum reconstruction signal,paper treat problem representation reconstruction signal several set sampled value using multiple-channel sampling reconstruction scheme realizable unrealizable solution presented optimum linear postfiltering prefiltering operation shown number independent set sample necessary exact reconstruction signal equal maximum number overlapping sampled spectrum enables many different sampling expansion derived simultaneous optimization unrealizable linear prefilter postfilter combination carried case two set sampled value taken shown optimum combination filter angular frequency range input signal limited prefilters total width    natural extension single-channel result
1965,bandwidth property simultaneous amplitude angle modulation,paper treat bandwidth property modulated signal form q   q  modulating time function simultaneous amplitude angle modulation  relationship given connecting bandwidth modulated signal property modulating time function useful bound bandwidth found relationship derived amplitude angle modulating function  minimum bandwidth several example minimum bandwidth signal given
